spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
1296,The Fall of Otrar,1991,Ardak Amirkulov,Martin Scorsese's World Cinema Project No. 5,the-fall-of-otrar-1991,48683,156,"War, Drama, History",Kazakhstan,kk,1.4892,6.7,13
1296,The Choice,1987,Idrissa Ouédraogo,Martin Scorsese's World Cinema Project No. 5,the-choice-1987,1330376,20,,,en,0.1696,0,0
1296,Kummatty,1979,G. Aravindan,Martin Scorsese's World Cinema Project No. 5,kummatty-1979,256379,90,"Family, Fantasy, Drama",India,ml,0.2308,6,11
1296,Chronicle of the Years of Fire,1975,Mohammed Lakhdar-Hamina,Martin Scorsese's World Cinema Project No. 5,chronicle-of-the-years-of-fire-1975,52555,177,"Drama, War, History",Algeria,ar,0.8976,6.4,23
1295,The Dead,1987,John Huston,Standalone,the-dead-1987,39507,83,Drama,"Germany, Ireland, United Kingdom, United States of America",en,1.6357,6.844,186
1294,David Byrne's American Utopia,2020,Spike Lee,Standalone,david-byrnes-american-utopia-2020,668800,105,"Music, Documentary",United States of America,en,1.6376,7.5,82
1293,Pee-wee's Big Adventure,1985,Tim Burton,Standalone,peewees-big-adventure-1985,5683,91,"Comedy, Adventure, Family",United States of America,en,2.0006,6.471,835
1292,Salaam Bombay!,1988,Mira Nair,Standalone,salaam-bombay-1988,45129,113,"Crime, Drama","France, India, United Kingdom",hi,1.0462,7.3,117
1291,The Mysteries of the Chateau of Dice,1929,Man Ray,Four Films by Man Ray,the-mysteries-of-the-chateau-of-dice-1929,138750,27,Documentary,France,fr,0.2537,6.534,29
1291,The Starfish,1928,Man Ray,Four Films by Man Ray,the-starfish-1928,93520,17,Romance,France,fr,0.2629,6.831,65
1291,Emak-Bakia,1926,Man Ray,Four Films by Man Ray,emakbakia-1926,135318,18,Documentary,France,fr,0.288,6.8,61
1291,Return to Reason,1923,Man Ray,Four Films by Man Ray,return-to-reason-1923,138752,3,Drama,France,fr,0.0706,6.3,110
1290,Eyes Wide Shut,1999,Stanley Kubrick,Standalone,eyes-wide-shut-1999,345,160,"Drama, Thriller, Mystery","United Kingdom, United States of America",en,11.2676,7.486,6911
1289,Él,1953,Luis Buñuel,Standalone,él-1953,43344,92,"Drama, Thriller",Mexico,es,1.2056,7.687,155
1288,Hell's Angels,1930,Howard Hughes,Standalone,hells-angels-1930,22301,131,"Drama, War, Action",United States of America,en,1.2759,6.5,103
1287,House Party,1990,Reginald Hudlin,Standalone,house-party-1990,16094,104,Comedy,United States of America,en,2.5038,6.393,256
1286,Nightmare Alley,2021,Guillermo del Toro,Standalone,nightmare-alley-2021,597208,151,"Crime, Drama, Thriller",United States of America,en,4.2916,6.956,3304
1285,Deep Crimson,1996,Arturo Ripstein,Standalone,deep-crimson-1996,47007,111,"Crime, Drama","Mexico, France, Spain",es,0.7946,6.9,47
1284,Altered States,1980,Ken Russell,Standalone,altered-states-1980,11542,103,"Horror, Science Fiction, Thriller",United States of America,en,1.7894,6.7,737
1283,A History of Violence,2005,David Cronenberg,Standalone,a-history-of-violence-2005,59,96,"Drama, Thriller, Crime","Germany, United States of America",en,10.5445,7.163,3656
1282,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,Wes Anderson,The Wes Anderson Archive,the-french-dispatch-of-the-liberty-kansas-evening-sun-2021,542178,108,"Drama, Comedy","United States of America, Germany",en,4.0651,7.011,2927
1281,Isle of Dogs,2018,Wes Anderson,The Wes Anderson Archive,isle-of-dogs-2018,399174,101,"Adventure, Comedy, Animation","United States of America, Germany",en,6.3657,7.846,5335
1280,The Beat That My Heart Skipped,2005,Jacques Audiard,Standalone,the-beat-that-my-heart-skipped-2005,1553,107,"Drama, Crime",France,fr,1.4096,6.913,487
1279,Read My Lips,2001,Jacques Audiard,Standalone,read-my-lips-2001,6173,115,"Crime, Drama, Romance, Thriller",France,fr,1.42,7.1,367
1278,Flow,2024,Gints Zilbalodis,Standalone,flow-2024,1281775,8,Animation,United Kingdom,en,1.2876,7.8,25
1277,Born in Flames,1983,Lizzie Borden,Standalone,born-in-flames-1983,36832,80,"Drama, Science Fiction",United States of America,en,0.9511,6.058,77
1276,Saving Face,2004,Alice Wu,Standalone,saving-face-2004,19316,97,"Comedy, Romance, Drama",United States of America,en,2.0269,7.3,257
1275,Mahjong,1996,Edward Yang,Two Films by Edward Yang,mahjong-1996,54421,121,"Comedy, Drama, Crime",Taiwan,zh,1.8843,7.4,43
1275,A Confucian Confusion,1994,Edward Yang,Two Films by Edward Yang,a-confucian-confusion-1994,54233,129,"Comedy, Drama, Romance",Taiwan,zh,1.382,7.5,35
1274,Compensation,1999,Zeinabu irene Davis,Standalone,compensation-1999,365501,92,"Drama, History, Romance",United States of America,en,0.4486,6.6,9
1273,Cairo Station,1958,Youssef Chahine,Standalone,cairo-station-1958,47324,77,"Crime, Drama, Thriller",Egypt,ar,0.9657,7.393,136
1272,Shoeshine,1946,Vittorio De Sica,Standalone,shoeshine-1946,43469,91,Drama,Italy,it,2.2549,7.775,269
1271,You Can Count on Me,2000,Kenneth Lonergan,Standalone,you-can-count-on-me-2000,14295,111,Drama,United States of America,en,2.9209,6.858,341
1270,Carnal Knowledge,1971,Mike Nichols,Standalone,carnal-knowledge-1971,36492,98,"Drama, Romance, Comedy",United States of America,en,1.5367,6.58,220
1269,The Big Heat,1953,Fritz Lang,Standalone,the-big-heat-1953,14580,89,"Crime, Thriller",United States of America,en,1.3523,7.7,542
1268,Thirty Two Short Films About Glenn Gould,1993,François Girard,Standalone,thirty-two-short-films-about-glenn-gould-1993,20967,93,"Drama, Music","Finland, Canada, Netherlands, Portugal",en,0.5308,7,47
1267,Sorcerer,1977,William Friedkin,Standalone,sorcerer-1977,38985,122,"Thriller, Adventure, Drama","United States of America, Mexico",en,2.6415,7.441,642
1266,Midnight,1939,Mitchell Leisen,Standalone,midnight-1939,31993,94,"Comedy, Romance",United States of America,en,1.5336,7.376,93
1265,"Thelonious Monk: Straight, No Chaser",1988,Charlotte Zwerin,Standalone,thelonious-monk-straight-no-chaser-1988,41973,90,"Documentary, Music",United States of America,en,0.6013,7.2,21
1264,The Wiz,1978,Sidney Lumet,Standalone,the-wiz-1978,24961,134,"Music, Fantasy, Adventure",United States of America,en,3.5014,6.085,289
1263,The Four Musketeers,1974,Richard Lester,Two Films by Richard Lester,the-four-musketeers-1974,12310,107,"Action, Adventure, Comedy, Drama","Spain, United Kingdom, United States of America",en,1.2823,6.441,212
1263,The Three Musketeers,1973,Richard Lester,Two Films by Richard Lester,the-three-musketeers-1973,2926,107,"Action, Adventure, Romance","Spain, United Kingdom, United States of America",en,2.9704,6.758,347
1262,Killer of Sheep,1978,Charles Burnett,Standalone,killer-of-sheep-1978,27432,80,Drama,United States of America,en,1.2461,6.554,139
1261,The Wind Will Carry Us,1999,Abbas Kiarostami,Standalone,the-wind-will-carry-us-1999,43423,118,Drama,"Iran, France",fa,1.0681,7.125,192
1260,Basquiat,1996,Julian Schnabel,Standalone,basquiat-1996,549,107,"Drama, History",United States of America,en,1.897,6.6,311
1259,Anora,2024,Sean Baker,Standalone,anora-2024,1064213,139,"Drama, Comedy, Romance",United States of America,en,15.7063,7.1,3029
1258,Prince of Broadway,2008,Sean Baker,Standalone,prince-of-broadway-2008,87081,102,Drama,United States of America,en,0.6219,6.4,19
1257,Manon of the Spring,1986,Claude Berri,Two Films by Claude Berri,manon-of-the-spring-1986,4481,115,Drama,"France, Italy",fr,1.9245,7.58,557
1257,Jean de Florette,1986,Claude Berri,Two Films by Claude Berri,jean-de-florette-1986,4480,122,Drama,"France, Italy, Switzerland",fr,1.1383,7.7,604
1256,Choose Me,1984,Alan Rudolph,Standalone,choose-me-1984,42086,106,"Romance, Comedy, Drama",United States of America,en,1.2006,6,40
1255,Night Moves,1975,Arthur Penn,Standalone,night-moves-1975,32042,100,"Mystery, Thriller, Crime",United States of America,en,2.5599,6.716,347
1254,Godzilla vs. Biollante,1989,Kazuki Omori,Standalone,godzilla-vs-biollante-1989,18289,105,"Action, Horror, Fantasy, Science Fiction",Japan,ja,3.3407,7.394,288
1253,A Woman of Paris: A Drama of Fate,1923,Charlie Chaplin,Standalone,a-woman-of-paris-a-drama-of-fate-1923,28974,82,"Drama, Romance",United States of America,en,1.3497,6.779,195
1252,Performance,1970,Donald Cammell & Nicolas Roeg,Standalone,performance-1970,26606,106,"Crime, Drama",United Kingdom,en,1.1814,6.8,196
1251,Drugstore Cowboy,1989,Gus Van Sant,Standalone,drugstore-cowboy-1989,476,102,"Drama, Crime",United States of America,en,2.2994,7.081,605
1250,Crossing Delancey,1988,Joan Micklin Silver,Standalone,crossing-delancey-1988,27397,97,"Comedy, Romance",United States of America,en,1.1172,5.9,59
1249,King Lear,1987,Jean-Luc Godard,Standalone,king-lear-1987,50012,90,"Comedy, Drama",United States of America,en,0.8464,6.4,35
1248,Winchester '73,1950,Anthony Mann,Standalone,winchester-73-1950,14551,92,Western,United States of America,en,1.6374,7.3,391
1247,"Jo Jo Dancer, Your Life Is Calling",1986,Richard Pryor,Standalone,jo-jo-dancer-your-life-is-calling-1986,63510,97,"Drama, Comedy, Fantasy",United States of America,en,0.8502,6.382,34
1246,The Grifters,1990,Stephen Frears,Standalone,the-grifters-1990,18129,110,"Crime, Drama","Canada, United States of America",en,2.2647,6.504,461
1245,The Mother and the Whore,1973,Jean Eustache,Standalone,the-mother-and-the-whore-1973,48693,219,"Drama, Romance",France,fr,2.3027,7.338,197
1244,Eastern Condors,1987,Sammo Hung,Standalone,eastern-condors-1987,68942,97,"Action, Adventure, War",Hong Kong,cn,3.0657,7.3,114
1243,No Country for Old Men,2007,Joel Coen & Ethan Coen,Standalone,no-country-for-old-men-2007,6977,122,"Crime, Thriller, Western",United States of America,en,11.887,7.948,13090
1242,The Shape of Water,2017,Guillermo del Toro,Standalone,the-shape-of-water-2017,399055,123,"Drama, Fantasy, Romance",United States of America,en,11.6902,7.238,12749
1241,Paper Moon,1973,Peter Bogdanovich,Standalone,paper-moon-1973,11293,102,"Comedy, Crime, Drama",United States of America,en,2.2666,7.867,813
1240,Funny Girl,1968,William Wyler,Standalone,funny-girl-1968,16085,155,"Comedy, Drama, Romance",United States of America,en,3.0827,7.196,419
1239,Scarface,1932,Howard Hawks,Standalone,scarface-1932,877,93,"Crime, Action, Drama",United States of America,en,2.4065,7.411,677
1238,Gummo,1997,Harmony Korine,Standalone,gummo-1997,18415,89,"Drama, Comedy",United States of America,en,2.5995,6.643,694
1237,Demon Pond,1979,Masahiro Shinoda,Standalone,demon-pond-1979,117215,124,"Fantasy, Romance",Japan,ja,1.76,6.3,33
1236,The Seventh Victim,1943,Mark Robson,I Walked with a Zombie / The Seventh Victim: Produced by Val Lewton,the-seventh-victim-1943,20945,71,"Horror, Mystery",United States of America,en,0.9015,6.451,152
1236,I Walked with a Zombie,1943,Jacques Tourneur,I Walked with a Zombie / The Seventh Victim: Produced by Val Lewton,i-walked-with-a-zombie-1943,27130,69,"Mystery, Horror, Drama",United States of America,en,1.0221,6.8,323
1235,Happiness,1998,Todd Solondz,Standalone,happiness-1998,10683,140,"Comedy, Drama",United States of America,en,2.4245,7.4,914
1234,All of Us Strangers,2023,Andrew Haigh,Standalone,all-of-us-strangers-2023,994108,105,"Romance, Drama, Fantasy","United Kingdom, United States of America",en,3.4313,7.391,987
1233,Nowhere,1997,Gregg Araki,Gregg Araki’s Teen Apocalypse Trilogy,nowhere-1997,1811,83,"Comedy, Drama, Science Fiction","United States of America, France",en,3.9125,6.8,210
1233,The Doom Generation,1995,Gregg Araki,Gregg Araki’s Teen Apocalypse Trilogy,the-doom-generation-1995,13552,83,"Comedy, Crime, Drama","United States of America, France",en,2.7126,6.5,303
1233,Totally F***ed Up,1993,Gregg Araki,Gregg Araki’s Teen Apocalypse Trilogy,totally-fed-up-1993,33560,79,"Comedy, Drama",United States of America,en,1.8518,6.65,117
1232,Mother,1996,Albert Brooks,Standalone,mother-1996,27265,104,"Comedy, Drama",United States of America,en,1.935,6.8,90
1231,Real Life,1979,Albert Brooks,Standalone,real-life-1979,33250,99,Comedy,United States of America,en,1.2761,6.5,89
1230,Not a Pretty Picture,1976,Martha Coolidge,Standalone,not-a-pretty-picture-1976,432907,83,"Crime, Drama, Documentary",United States of America,en,0.2757,7.6,4
1229,The Long Farewell,1971,Kira Muratova,Two Films by Kira Muratova,the-long-farewell-1971,148822,97,Drama,Soviet Union,ru,0.7989,6.4,29
1229,Brief Encounters,1967,Kira Muratova,Two Films by Kira Muratova,brief-encounters-1967,83440,96,"Romance, Drama",Soviet Union,ru,0.6261,5.7,27
1228,Farewell My Concubine,1993,Chen Kaige,Standalone,farewell-my-concubine-1993,10997,171,Drama,"China, Hong Kong",zh,3.8761,7.899,666
1227,Risky Business,1983,Paul Brickman,Standalone,risky-business-1983,9346,98,"Romance, Comedy, Drama",United States of America,en,4.3961,6.587,1432
1226,Perfect Days,2023,Wim Wenders,Standalone,perfect-days-2023,976893,124,Drama,"Germany, Japan",ja,6.3505,7.787,1819
1225,"Black God, White Devil",1964,Glauber Rocha,Standalone,black-god-white-devil-1964,67612,120,"Adventure, Western, Drama",Brazil,pt,0.703,7.1,165
1224,Pat Garrett & Billy the Kid,1973,Sam Peckinpah,Standalone,pat-garrett-billy-the-kid-1973,11577,115,"Western, Drama",United States of America,en,1.9262,7.201,452
1223,The Underground Railroad,2021,Barry Jenkins,Standalone,the-underground-railroad-2021,NA,NA,NA,NA,NA,NA,NA
1222,Victims of Sin,1951,Emilio Fernández,Standalone,victims-of-sin-1951,118009,84,"Drama, Crime",Mexico,es,0.5789,6.889,18
1221,Querelle,1982,Rainer Werner Fassbinder,Standalone,querelle-1982,42135,109,"Drama, Crime","Germany, France",en,1.2522,6.6,202
1220,Bound,1996,Lana Wachowski & Lilly Wachowski,Standalone,bound-1996,9303,105,"Drama, Thriller, Crime",United States of America,en,6.561,7.222,1062
1219,Girlfight,2000,Karyn Kusama,Standalone,girlfight-2000,19348,110,Drama,United States of America,en,1.2862,6.513,191
1218,Anatomy of a Fall,2023,Justine Triet,Standalone,anatomy-of-a-fall-2023,915935,151,"Thriller, Mystery, Crime",France,fr,7.0819,7.527,3194
1217,Ceddo,1977,Ousmane Sembène,Three Revolutionary Films by Ousmane Sembène,ceddo-1977,97029,117,Drama,Senegal,wo,1.5529,6.7,34
1217,Xala,1975,Ousmane Sembène,Three Revolutionary Films by Ousmane Sembène,xala-1975,76636,121,Comedy,Senegal,wo,1.5997,6.86,43
1217,Emitaï,1971,Ousmane Sembène,Three Revolutionary Films by Ousmane Sembène,emitaï-1971,128395,101,Drama,Senegal,wo,0.8672,7.3,15
1216,Dogfight,1991,Nancy Savoca,Standalone,dogfight-1991,14667,94,"Drama, Romance",United States of America,en,1.1941,6.9,138
1215,Werckmeister Harmonies,2000,Béla Tarr & Ágnes Hranitzky,Standalone,werckmeister-harmonies-2000,23160,139,Drama,"France, Germany, Hungary",hu,1.7216,7.8,376
1214,I Am Cuba,1964,Mikhail Kalatozov,Standalone,i-am-cuba-1964,32015,141,Drama,"Cuba, Soviet Union",es,1.8191,7.817,246
1213,To Die For,1995,Gus Van Sant,Standalone,to-die-for-1995,577,106,"Drama, Comedy, Crime","United Kingdom, United States of America",en,3.3253,6.59,864
1212,Saint Omer,2022,Alice Diop,Standalone,saint-omer-2022,925943,123,"Drama, Crime",France,fr,1.1336,6.169,201
1211,The Runner,1984,Amir Naderi,Standalone,the-runner-1984,213938,94,Drama,Iran,fa,0.4993,7.194,36
1210,All the Beauty and the Bloodshed,2022,Laura Poitras,Standalone,all-the-beauty-and-the-bloodshed-2022,1004663,122,Documentary,United States of America,en,1.1354,7.179,159
1209,Nothing But a Man,1964,Michael Roemer,Standalone,nothing-but-a-man-1964,91721,95,"Drama, Romance",United States of America,en,1.2446,7.5,33
1208,The Roaring Twenties,1939,Raoul Walsh,Standalone,the-roaring-twenties-1939,37698,104,"Crime, Drama, Thriller",United States of America,en,1.2638,7.534,262
1207,Heroic Trio 2: Executioners,1993,Johnnie To & Ching Siu-Tung,Standalone,heroic-trio-2-executioners-1993,58311,97,"Action, Comedy, Science Fiction","Hong Kong, China",cn,3.1994,6,41
1207,The Heroic Trio,1993,Johnnie To,Standalone,the-heroic-trio-1993,43636,88,"Action, Fantasy, Thriller, Adventure, Science Fiction","Hong Kong, China",cn,2.8453,6.7,101
1206,A Tale of Autumn,1998,Eric Rohmer,Eric Rohmer’s Tales of the Four Seasons,a-tale-of-autumn-1998,10239,112,"Drama, Romance",France,fr,1.1198,7.1,136
1206,A Summer's Tale,1996,Eric Rohmer,Eric Rohmer’s Tales of the Four Seasons,a-summers-tale-1996,37563,114,"Romance, Drama, Comedy",France,fr,0.9945,7.3,253
1206,A Tale of Winter,1992,Eric Rohmer,Eric Rohmer’s Tales of the Four Seasons,a-tale-of-winter-1992,10241,114,"Drama, Romance",France,fr,0.9771,6.997,172
1206,A Tale of Springtime,1990,Eric Rohmer,Eric Rohmer’s Tales of the Four Seasons,a-tale-of-springtime-1990,28213,107,"Drama, Romance",France,fr,1.4635,6.8,167
1205,Mudbound,2017,Dee Rees,Standalone,mudbound-2017,414425,135,Drama,United States of America,en,2.0133,7.365,1296
1204,Trainspotting,1996,Danny Boyle,Standalone,trainspotting-1996,627,94,"Drama, Crime",United Kingdom,en,6.6046,7.959,10285
1203,The Meetings of Anna,1978,Chantal Akerman,Chantal Akerman Masterpieces,the-meetings-of-anna-1978,93669,128,Drama,"Belgium, France, Germany",fr,0.8338,7,66
1203,News from Home,1976,Chantal Akerman,Chantal Akerman Masterpieces,news-from-home-1976,86814,89,Documentary,"Belgium, France, Germany",fr,0.4201,6.955,88
1203,Je Tu Il Elle,1974,Chantal Akerman,Chantal Akerman Masterpieces,je-tu-il-elle-1974,93934,86,Drama,"Belgium, France",fr,1.1791,6.523,110
1203,Le 15/8,1973,Chantal Akerman,Chantal Akerman Masterpieces,le-158-1973,186660,43,"Documentary, Drama","Belgium, France",fr,0.2953,5.25,8
1203,Hotel Monterey,1973,Chantal Akerman,Chantal Akerman Masterpieces,hotel-monterey-1973,108831,60,Documentary,"Belgium, France",xx,0.3749,6.018,28
1203,The Chamber,1972,Chantal Akerman,Chantal Akerman Masterpieces,the-chamber-1972,109383,11,Documentary,Belgium,xx,0.7048,5.333,39
1203,"The Beloved Child, or I Play at Being a Married Woman",1971,Chantal Akerman,Chantal Akerman Masterpieces,the-beloved-child-or-i-play-at-being-a-married-woman-1971,415922,35,Documentary,Belgium,fr,0.4703,6.556,9
1203,Saute ma ville,1968,Chantal Akerman,Chantal Akerman Masterpieces,saute-ma-ville-1968,49479,13,"Drama, Comedy",Belgium,fr,0.3775,6.3,53
1202,Lone Star,1996,John Sayles,Standalone,lone-star-1996,26748,135,"Drama, Mystery, Romance",United States of America,en,2.7498,7.011,401
1201,Guillermo del Toro's Pinocchio,2022,Guillermo del Toro,Standalone,guillermo-del-toros-pinocchio-2022,555604,117,"Animation, Fantasy, Adventure, Drama",United States of America,en,5.6121,8.021,3275
1200,Circus Angel,1965,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,circus-angel-1965,198815,75,"Comedy, Fantasy",France,fr,0.7216,5.714,7
1200,Stowaway in the Sky,1960,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,stowaway-in-the-sky-1960,204199,85,"Adventure, Family",France,fr,0.8065,5.5,4
1200,The Red Balloon,1956,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,the-red-balloon-1956,15265,34,"Comedy, Drama, Family, Fantasy",France,fr,0.8545,7.748,436
1200,White Mane,1953,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,white-mane-1953,15382,41,"Drama, Family",France,fr,0.989,6.7,60
1200,"Bim, the Little Donkey",1951,Albert Lamorisse,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,bim-the-little-donkey-1951,273086,45,"Drama, Family",France,fr,0.123,7,5
1199,La Cérémonie,1995,Claude Chabrol,Standalone,la-cérémonie-1995,1802,112,"Drama, Thriller","France, Germany",fr,2.5699,7.281,389
1198,Mean Streets,1973,Martin Scorsese,Standalone,mean-streets-1973,203,111,"Drama, Crime",United States of America,en,2.6994,7.1,2268
1197,My Lucky Stars,1985,Sammo Hung,Jackie Chan: Emergence of a Superstar,my-lucky-stars-1985,10044,96,"Action, Comedy",Hong Kong,cn,4.3416,6.6,236
1197,The Young Master,1980,Jackie Chan,Jackie Chan: Emergence of a Superstar,the-young-master-1980,11563,107,"Action, Comedy",Hong Kong,cn,2.9785,7,238
1197,Fearless Hyena 2,1983,Chan Chuen,Jackie Chan: Emergence of a Superstar,fearless-hyena-2-1983,18741,92,"Action, Comedy",Hong Kong,cn,2.3077,5.7,86
1197,Fearless Hyena,1979,Jackie Chan,Jackie Chan: Emergence of a Superstar,fearless-hyena-1979,19274,97,"Action, Comedy",Hong Kong,cn,3.4025,6.682,173
1197,Spiritual Kung Fu,1978,Lo Wei,Jackie Chan: Emergence of a Superstar,spiritual-kung-fu-1978,18760,99,Action,Hong Kong,cn,2.4126,5.875,96
1197,Half a Loaf of Kung Fu,1978,Chan Chi-hwa,Jackie Chan: Emergence of a Superstar,half-a-loaf-of-kung-fu-1978,18867,97,"Comedy, Action","Hong Kong, Taiwan",zh,2.3131,6.159,88
1196,Nanny,2022,Nikyatu Jusu,Standalone,nanny-2022,843932,98,"Horror, Drama",United States of America,en,2.612,5.4,225
1195,The Others,2001,Alejandro Amenábar,Standalone,the-others-2001,1933,101,"Horror, Mystery, Thriller","Spain, United States of America, France",en,8.8541,7.617,7063
1194,Freaks,1932,Tod Browning,Tod Browning's Sideshow Shockers,freaks-1932,136,64,"Drama, Horror",United States of America,en,3.2694,7.768,1292
1194,The Unknown,1927,Tod Browning,Tod Browning's Sideshow Shockers,the-unknown-1927,27503,68,"Drama, Thriller, Romance, Horror",United States of America,en,0.9925,7.5,208
1194,The Mystic,1925,Tod Browning,Tod Browning's Sideshow Shockers,the-mystic-1925,184448,73,Drama,United States of America,xx,0.7784,6.6,12
1193,La Bamba,1987,Luis Valdez,Standalone,la-bamba-1987,16620,108,"Drama, Music",United States of America,en,3.1691,7.254,769
1192,Moonage Daydream,2022,Brett Morgen,Standalone,moonage-daydream-2022,957457,135,"Documentary, Music","Germany, United States of America",en,1.6258,7.511,262
1191,The Trial,1962,Orson Welles,Standalone,the-trial-1962,3009,119,"Crime, Drama, Mystery","France, Germany, Italy",en,1.7938,7.421,548
1190,Drylongso,1998,Cauleen Smith,Standalone,drylongso-1998,329587,81,Drama,United States of America,en,1.3093,5.9,8
1189,Adalen 31,1969,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,adalen-31-1969,87208,114,"Drama, History, Romance",Sweden,sv,0.5413,6.523,44
1189,Elvira Madigan,1967,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,elvira-madigan-1967,42692,91,"Drama, Romance, History",Sweden,sv,0.8257,6.9,49
1189,Raven's End,1963,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,ravens-end-1963,47206,97,Drama,Sweden,sv,1.2968,7,35
1189,The Baby Carriage,1963,Bo Widerberg,Bo Widerberg’s New Swedish Cinema,the-baby-carriage-1963,135380,95,Drama,Sweden,sv,0.4677,6.833,24
1188,Dim Sum: A Little Bit of Heart,1985,Wayne Wang,Standalone,dim-sum-a-little-bit-of-heart-1985,135418,87,Comedy,United States of America,en,1.1795,5.7,11
1187,One False Move,1991,Carl Franklin,Standalone,one-false-move-1991,21128,105,"Crime, Drama, Thriller",United States of America,en,1.2543,6.646,213
1186,Comanche Station,1960,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,comanche-station-1960,1673,74,Western,United States of America,en,1.1451,6.65,113
1186,Ride Lonesome,1959,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,ride-lonesome-1959,27644,73,Western,United States of America,en,1.0409,6.7,155
1186,Buchanan Rides Alone,1958,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,buchanan-rides-alone-1958,43114,80,Western,United States of America,en,0.7979,6.555,82
1186,Decision at Sundown,1957,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,decision-at-sundown-1957,39557,78,Western,United States of America,en,1.2099,6.3,81
1186,The Tall T,1957,Budd Boetticher,The Ranown Westerns: Five Films Directed by Budd Boetticher,the-tall-t-1957,43253,78,Western,United States of America,en,1.2789,7,143
1185,After Hours,1985,Martin Scorsese,Standalone,after-hours-1985,10843,97,"Comedy, Thriller, Drama",United States of America,en,3.9199,7.5,1701
1184,The Watermelon Woman,1996,Cheryl Dunye,Standalone,the-watermelon-woman-1996,44479,85,"Drama, Comedy, Romance",United States of America,en,0.7955,6.8,111
1183,Medicine for Melancholy,2008,Barry Jenkins,Standalone,medicine-for-melancholy-2008,24885,88,"Drama, Romance",United States of America,en,0.602,6.125,48
1182,The Servant,1963,Joseph Losey,Standalone,the-servant-1963,42987,116,Drama,United Kingdom,en,1.9486,7.621,369
1181,Petite Maman,2021,Céline Sciamma,Standalone,petite-maman-2021,749004,72,"Drama, Fantasy",France,fr,1.7634,7.092,450
1180,Thelma & Louise,1991,Ridley Scott,Standalone,thelma-louise-1991,1541,130,"Drama, Crime, Adventure","United Kingdom, United States of America",en,5.3654,7.599,3798
1179,Targets,1968,Peter Bogdanovich,Standalone,targets-1968,19383,90,"Crime, Thriller",United States of America,en,1.7701,7.1,230
1178,Triangle of Sadness,2022,Ruben Östlund,Standalone,triangle-of-sadness-2022,497828,147,"Comedy, Drama","Denmark, France, Germany, Greece, Mexico, Sweden, Switzerland, Turkey, United Kingdom, United States of America",en,4.5657,7,2788
1177,Mangrove,2020,Steve McQueen,Standalone,mangrove-2020,788938,18,Drama,Brazil,pt,0,10,1
1177,Lovers Rock,2020,Steve McQueen,Standalone,lovers-rock-2020,NA,NA,NA,NA,NA,NA,NA
1177,"Red, White and Blue",2020,Steve McQueen,Standalone,red-white-and-blue-2020,755232,10,Drama,,en,0.0168,0,0
1177,Alex Wheatle,2020,Steve McQueen,Standalone,alex-wheatle-2020,NA,NA,NA,NA,NA,NA,NA
1177,Education,2020,Steve McQueen,Standalone,education-2020,1581650,66,Drama,United Kingdom,en,0.3934,0,0
1176,Chilly Scenes of Winter,1979,Joan Micklin Silver,Standalone,chilly-scenes-of-winter-1979,42173,95,"Comedy, Drama, Romance",United States of America,en,1.032,6.603,29
1175,Inland Empire,2006,David Lynch,Standalone,inland-empire-2006,1730,180,"Horror, Thriller, Mystery, Drama, Fantasy","United States of America, France, Poland",en,3.6376,7,1249
1174,Last Hurrah for Chivalry,1979,John Woo,Standalone,last-hurrah-for-chivalry-1979,13514,106,"Action, Drama",Hong Kong,cn,1.8113,7.03,50
1173,Hollywood Shuffle,1987,Robert Townsend,Standalone,hollywood-shuffle-1987,34101,81,Comedy,United States of America,en,0.904,6.429,99
1172,"Baxter, Vera Baxter",1977,Marguerite Duras,Two Films by Marguerite Duras,baxter-vera-baxter-1977,65719,95,"Mystery, Drama",France,fr,0.9455,5.617,30
1172,India Song,1975,Marguerite Duras,Two Films by Marguerite Duras,india-song-1975,85927,115,"Drama, Romance",France,fr,0.803,6.3,88
1171,Romeo and Juliet,1968,Franco Zeffirelli,Standalone,romeo-and-juliet-1968,6003,138,"Drama, Romance","Italy, United Kingdom, United States of America",en,3.3785,7.399,723
1170,Bergman Island,2021,Mia Hansen-Løve,Standalone,bergman-island-2021,477044,113,"Drama, Romance","France, Germany, Belgium, Sweden, Mexico, Brazil",en,1.4436,6.269,238
