spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
48,Black Orpheus,1959,Marcel Camus,Standalone,100,"Drama, Romance","Brazil, France, Italy",Portuguese,1.9147,6.983,234,7.4,81,40423,black-orpheus-1959
47,Insomnia,1997,Erik Skjoldbjærg,Standalone,96,"Thriller, Crime, Mystery",Norway,Norwegian,1.5045,7.03,313,7.2,NA,26610,insomnia-1997
46,The Most Dangerous Game,1932,"Ernest B. Schoedsack, Irving Pichel",Standalone,63,"Thriller, Adventure, Horror, Action",United States of America,English,0.9833,6.9,300,7.1,NA,1994,the-most-dangerous-game-1932
45,Taste of Cherry,1997,Abbas Kiarostami,Standalone,99,Drama,"Iran, France",Persian,2.1058,7.685,691,7.7,80,30020,taste-of-cherry-1997
44,The Red Shoes,1948,"Michael Powell, Emeric Pressburger",Standalone,133,"Drama, Romance",United Kingdom,English,1.7748,8,735,8.1,NA,19542,the-red-shoes-1948
43,Lord of the Flies,1963,Peter Brook,Standalone,92,"Drama, Adventure, Thriller",United Kingdom,English,2.4961,6.688,564,6.9,67,9960,lord-of-the-flies-1963
42,Fishing with John,1991,John Lurie,Standalone,149,"Comedy, Documentary",United States of America,English,2.1129,7.647,34,8,NA,61820,fishing-with-john-1991
41,Henry V,1944,Laurence Olivier,Standalone,137,"History, Drama, War",United Kingdom,English,1.2054,6.683,131,7,NA,22638,henry-v-1944
40,Armageddon,1998,Michael Bay,Standalone,151,"Action, Thriller, Science Fiction, Adventure",United States of America,English,8.4666,6.83,8464,6.7,42,95,armageddon-1998
39,Tokyo Drifter,1966,Seijun Suzuki,Standalone,83,"Thriller, Crime, Action",Japan,Japanese,2.0489,7.088,204,7.1,NA,45706,tokyo-drifter-1966
38,Branded to Kill,1967,Seijun Suzuki,Standalone,91,"Thriller, Crime, Action",Japan,Japanese,2.0826,7.183,251,7.2,NA,17905,branded-to-kill-1967
37,Time Bandits,1981,Terry Gilliam,Standalone,116,"Family, Fantasy, Science Fiction, Adventure, Comedy",United Kingdom,English,2.561,6.6,1130,6.9,79,36819,time-bandits-1981
36,The Wages of Fear,1953,Henri-Georges Clouzot,Standalone,153,"Drama, Thriller, Adventure","France, Italy",French,2.0705,8.006,1061,8.1,85,204,the-wages-of-fear-1953
35,Diabolique,1955,Henri-Georges Clouzot,Standalone,118,"Thriller, Mystery",France,French,1.9307,7.899,1079,8.1,NA,827,diabolique-1955
34,Andrei Rublev,1966,Andrei Tarkovsky,Standalone,183,"Drama, History",Soviet Union,Russian,3.7715,7.962,930,8,NA,895,andrei-rublev-1966
33,Nanook of the North,1922,Robert Flaherty,Standalone,79,"Documentary, Drama","United States of America, France",None Spoken,1.5369,7.08,323,7.6,NA,669,nanook-of-the-north-1922
32,Oliver Twist,1948,David Lean,Standalone,121,"Drama, Adventure, Crime, Comedy",United Kingdom,English,2.2073,7.6,250,7.8,84,10949,oliver-twist-1948
31,Great Expectations,1946,David Lean,Standalone,118,"Drama, Romance",United Kingdom,English,1.989,7.3,367,7.8,90,14320,great-expectations-1946
30,M,1931,Fritz Lang,Standalone,110,"Drama, Thriller, Crime",Germany,German,2.7429,8.061,2432,8.3,NA,832,m-1931
29,Picnic at Hanging Rock,1975,Peter Weir,Standalone,107,"Drama, Mystery",Australia,English,1.8464,7.23,874,7.4,81,11020,picnic-at-hanging-rock-1975
28,Blood for Dracula,1974,Paul Morrissey,Standalone,103,"Horror, Comedy","France, Italy, United States of America",English,1.1001,5.683,180,6.1,NA,25944,blood-for-dracula-1974
27,Flesh for Frankenstein,1973,Paul Morrissey,Standalone,95,Horror,"France, Italy, United States of America",English,1.8317,5.764,148,5.8,NA,3043,flesh-for-frankenstein-1973
26,The Long Good Friday,1980,John Mackenzie,Standalone,114,"Crime, Thriller, Drama",United Kingdom,English,1.9728,7.178,412,7.5,82,14807,the-long-good-friday-1980
25,Alphaville,1965,Jean-Luc Godard,Standalone,99,"Drama, Science Fiction, Mystery","France, Italy",French,1.2287,6.914,608,7,92,8072,alphaville-1965
24,High and Low,1963,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,142,"Drama, Crime, Thriller",Japan,Japanese,6.6156,8.4,1097,8.4,90,12493,high-and-low-1963
23,RoboCop,1987,Paul Verhoeven,Standalone,102,"Action, Thriller, Science Fiction",United States of America,English,7.3003,7.352,5631,7.6,70,5548,robocop-1987
22,Summertime,1955,David Lean,Standalone,100,"Drama, Romance","United Kingdom, United States of America",English,1.2297,6.7,166,7.1,NA,50363,summertime-1955
21,Dead Ringers,1988,David Cronenberg,Standalone,115,"Thriller, Horror","Canada, United States of America",English,2.0027,7.1,987,7.2,86,9540,dead-ringers-1988
20,Sid and Nancy,1986,Alex Cox,Standalone,114,"Drama, Romance",United Kingdom,English,2.1488,6.7,555,7,76,14924,sid-and-nancy-1986
19,Shock Corridor,1963,Samuel Fuller,Standalone,102,"Drama, Thriller, Mystery",United States of America,English,1.2899,6.965,285,7.3,NA,25504,shock-corridor-1963
18,The Naked Kiss,1964,Samuel Fuller,Standalone,93,"Crime, Drama",United States of America,English,1.3574,7,197,7.2,83,26031,the-naked-kiss-1964
17,"Salò, or the 120 Days of Sodom",1975,Pier Paolo Pasolini,Standalone,117,"Drama, Horror","Italy, France",Italian,4.3681,6.344,2269,5.8,NA,5336,salò-or-the-120-days-of-sodom-1975
16,Samurai III: Duel at Ganryu Island,1956,Hiroshi Inagaki,Standalone,105,"Action, Adventure, Drama, Romance, History",Japan,Japanese,2.225,7.1,136,7.5,NA,31378,samurai-iii-duel-at-ganryu-island-1956
15,Samurai II: Duel at Ichijoji Temple,1955,Hiroshi Inagaki,Standalone,103,"Drama, Action, Adventure",Japan,Japanese,2.6164,7.1,136,7.3,NA,31374,samurai-ii-duel-at-ichijoji-temple-1955
14,Samurai I: Musashi Miyamoto,1954,Hiroshi Inagaki,Standalone,93,"Drama, Action, Adventure",Japan,Japanese,1.5671,7.145,203,7.4,NA,31372,samurai-i-musashi-miyamoto-1954
13,The Silence of the Lambs,1991,Jonathan Demme,Standalone,119,"Crime, Thriller, Drama",United States of America,English,3.7237,8.345,17724,8.6,86,274,the-silence-of-the-lambs-1991
12,This Is Spinal Tap,1984,Rob Reiner,Standalone,82,"Comedy, Music",United States of America,English,5.46,7.418,1603,7.9,92,11031,this-is-spinal-tap-1984
11,The Seventh Seal,1957,Ingmar Bergman,Ingmar Bergman: Four Masterworks,96,"Fantasy, Drama",Sweden,Swedish,3.5665,8.163,3299,8.1,88,490,the-seventh-seal-1957
10,Walkabout,1971,Nicolas Roeg,Standalone,95,"Adventure, Drama",United States of America,English,1.8655,7.3,435,7.6,85,36040,walkabout-1971
9,Hard Boiled,1992,John Woo,Standalone,126,"Action, Thriller, Crime",Hong Kong,Cantonese,5.1726,7.526,912,7.7,NA,11782,hard-boiled-1992
8,The Killer,1989,John Woo,Standalone,110,"Action, Crime, Drama, Thriller",Hong Kong,Cantonese,4.9579,7.591,878,7.7,82,10835,the-killer-1989
7,A Night to Remember,1958,Roy Ward Baker,Standalone,123,"Drama, Action, History",United Kingdom,English,2.5281,7.6,286,7.9,NA,10971,a-night-to-remember-1958
6,Beauty and the Beast,1946,Jean Cocteau,Standalone,96,"Drama, Fantasy, Romance",France,French,1.8296,7.512,659,7.9,92,648,beauty-and-the-beast-1946
5,The 400 Blows,1959,François Truffaut,Standalone,99,Drama,France,French,3.1657,8,2307,8,NA,147,the-400-blows-1959
4,Amarcord,1973,Federico Fellini,Essential Fellini,123,"Comedy, Drama","Italy, France",Italian,2.6867,7.887,1198,7.8,NA,7857,amarcord-1973
3,The Lady Vanishes,1938,Alfred Hitchcock,Wrong Men & Notorious Women: Five Hitchcock Thrillers,96,"Mystery, Thriller",United Kingdom,English,7.4957,7.437,1008,7.7,98,940,the-lady-vanishes-1938
2,Seven Samurai,1954,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,207,"Action, Drama",Japan,Japanese,11.6577,8.451,4148,8.6,98,346,seven-samurai-1954
1,Grand Illusion,1937,Jean Renoir,Standalone,114,"Drama, History, War",France,French,1.3117,7.862,765,8.1,NA,777,grand-illusion-1937
NA,Last Holiday,1950,Henry Cass,Essential Art House: Volume Three,88,"Comedy, Drama",United Kingdom,English,1.3435,7.1,54,7.3,NA,16939,last-holiday-1950
NA,Gervaise,1956,René Clément,Essential Art House: Volume Four,112,"Romance, Drama",France,French,1.6358,6.7,54,7.4,NA,52726,gervaise-1956
NA,Mayerling,1936,Anatole Litvak,Essential Art House: Volume Four,96,"History, Drama, Romance",France,French,0.6954,6.389,18,7,NA,43876,mayerling-1936
NA,Daybreak,1939,Marcel Carné,Essential Art House: Volume Four,93,"Crime, Drama",France,French,0.7288,7.59,250,7.7,NA,27053,daybreak-1939
NA,Kapo,1960,Gillo Pontecorvo,Essential Art House: Volume Five,117,"Drama, War","France, Italy, Yugoslavia",Italian,0.9974,6.9,80,7.6,NA,45884,kapo-1960
NA,The Great Chase,1962,Saul J. Turell,50 Years of Janus Films,77,Documentary,United States of America,English,0.3291,6.2,6,6.8,NA,171971,the-great-chase-1962
NA,The Love Goddesses,1965,Saul J. Turell,50 Years of Janus Films,87,Documentary,United States of America,English,0.8646,6.1,23,6.9,NA,67363,the-love-goddesses-1965
NA,Paddle to the Sea,1966,William Mason,Three Children’s Classics from Janus Films,28,Documentary,Canada,English,0.6,6.8,15,7.7,NA,46796,paddle-to-the-sea-1966
NA,Sanshiro Sugata,1943,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,80,Drama,Japan,Japanese,1.8903,6.5,140,6.7,NA,35022,sanshiro-sugata-1943
NA,The Most Beautiful,1944,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,85,"Drama, War",Japan,Japanese,1.2064,5.5,55,5.6,NA,17988,the-most-beautiful-1944
NA,"Sanshiro Sugata, Part Two",1945,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,83,"Action, Drama, Adventure",Japan,Japanese,1.6435,5.9,58,6,NA,45965,sanshiro-sugata-part-two-1945
NA,The Men Who Tread on the Tiger's Tail,1945,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,59,"Drama, History, Thriller, Adventure",Japan,Japanese,2.6275,6.7,97,6.7,NA,36916,the-men-who-tread-on-the-tigers-tail-1945
NA,No Regrets for Our Youth,1946,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,111,Drama,Japan,Japanese,1.1636,6.9,85,7.1,NA,43487,no-regrets-for-our-youth-1946
NA,One Wonderful Sunday,1947,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,108,"Drama, Romance",Japan,Japanese,1.2954,7.2,91,7.2,NA,45967,one-wonderful-sunday-1947
NA,Scandal,1950,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,0,Comedy,France,French,0.4292,5.4,5,7.2,NA,397068,scandal-1950
NA,The Idiot,1951,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,166,"Drama, Romance",Japan,Japanese,1.9519,7,126,7.1,NA,24774,the-idiot-1951
NA,I Live in Fear,1955,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,103,Drama,Japan,Japanese,2.1308,7.3,119,7.3,NA,21490,i-live-in-fear-1955
NA,Madadayo,1993,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,134,"Drama, Comedy",Japan,Japanese,1.7779,7.324,131,7.3,79,13889,madadayo-1993
NA,Murderous Maids,2000,Jean-Pierre Denis,10 Years of Rialto Pictures,94,Drama,France,French,0.9017,6.1,37,6.8,78,62124,murderous-maids-2000
NA,Crisis,1946,Ingmar Bergman,Ingmar Bergman's Cinema,93,"Drama, Romance",Sweden,Swedish,0.6787,6.37,104,6.4,NA,30734,crisis-1946
NA,A Ship to India,1947,Ingmar Bergman,Ingmar Bergman's Cinema,96,"Drama, Romance",Sweden,Swedish,0.8657,6.454,54,6.4,NA,106122,a-ship-to-india-1947
NA,Port of Call,1948,Ingmar Bergman,Ingmar Bergman's Cinema,93,"Romance, Drama",Sweden,Swedish,0.4953,6.6,65,6.6,NA,51141,port-of-call-1948
NA,Thirst,1949,Ingmar Bergman,Ingmar Bergman's Cinema,85,Drama,Sweden,Swedish,0.7349,6.3,68,6.5,NA,51143,thirst-1949
NA,To Joy,1950,Ingmar Bergman,Ingmar Bergman's Cinema,99,"Romance, Drama, Music",Sweden,Swedish,0.6617,6.8,71,7.2,NA,39284,to-joy-1950
NA,Waiting Women,1952,Ingmar Bergman,Ingmar Bergman's Cinema,104,"Drama, Comedy",Sweden,Swedish,1.1899,6.4,70,7,NA,69544,waiting-women-1952
NA,A Lesson in Love,1954,Ingmar Bergman,Ingmar Bergman's Cinema,97,"Comedy, Romance, Drama",Sweden,Swedish,0.5009,6.7,71,7,NA,64782,a-lesson-in-love-1954
NA,Dreams,1955,Ingmar Bergman,Ingmar Bergman's Cinema,88,"Drama, Romance",Sweden,Swedish,0.9501,7,80,7,NA,97211,dreams-1955
NA,Brink of Life,1958,Ingmar Bergman,Ingmar Bergman's Cinema,85,Drama,Sweden,Swedish,0.718,7.5,91,7.3,NA,60899,brink-of-life-1958
NA,The Devil's Eye,1960,Ingmar Bergman,Ingmar Bergman's Cinema,88,"Comedy, Fantasy, Drama",Sweden,Swedish,1.4316,7.1,112,7.1,NA,48145,the-devils-eye-1960
NA,All These Women,1964,Ingmar Bergman,Ingmar Bergman's Cinema,80,Comedy,Sweden,Swedish,0.6076,6.095,58,5.4,NA,96118,all-these-women-1964
NA,Hour of the Wolf,1968,Ingmar Bergman,Ingmar Bergman's Cinema,88,"Drama, Horror",Sweden,Swedish,1.8862,7.384,541,7.5,NA,18333,hour-of-the-wolf-1968
NA,The Rite,1969,Ingmar Bergman,Ingmar Bergman's Cinema,72,"TV Movie, Drama",Sweden,Swedish,1.6801,6.846,91,7,NA,65092,the-rite-1969
NA,The Passion of Anna,1969,Ingmar Bergman,Ingmar Bergman's Cinema,101,Drama,Sweden,Swedish,0.7741,7.4,195,7.6,NA,42602,the-passion-of-anna-1969
NA,Fårö Document,1970,Ingmar Bergman,Ingmar Bergman's Cinema,57,"Documentary, TV Movie",Sweden,Swedish,1.4912,6.9,18,6.7,NA,304081,fårö-document-1970
NA,The Touch,1971,Ingmar Bergman,Ingmar Bergman's Cinema,115,"Drama, Romance","Sweden, United States of America",Swedish,0.7218,5.806,54,6.3,NA,105254,the-touch-1971
NA,The Serpent's Egg,1977,Ingmar Bergman,Ingmar Bergman's Cinema,120,"Mystery, Drama, Thriller","Germany, United States of America",English,0.9473,6.21,124,6.6,NA,47474,the-serpents-egg-1977
NA,Fårö Document 1979,1979,Ingmar Bergman,Ingmar Bergman's Cinema,103,"Documentary, TV Movie",Sweden,Swedish,1.6958,6.5,18,6.7,NA,119421,fårö-document-1979-1979
NA,From the Life of the Marionettes,1980,Ingmar Bergman,Ingmar Bergman's Cinema,104,Drama,"Germany, Austria",German,0.9205,7.3,113,7.2,NA,42152,from-the-life-of-the-marionettes-1980
NA,After the Rehearsal,1984,Ingmar Bergman,Ingmar Bergman's Cinema,74,Drama,"Germany, Sweden",Swedish,1.3636,6.8,67,7.1,NA,42090,after-the-rehearsal-1984
NA,Saraband,2003,Ingmar Bergman,Ingmar Bergman's Cinema,120,"TV Movie, Drama","Austria, Denmark, Finland, Germany, Italy, Norway, Sweden",Swedish,0.6866,7.168,125,7.5,80,55650,saraband-2003
NA,Varda by Agnès,2019,Agnès Varda,The Complete Films of Agnès Varda,115,Documentary,France,French,0.564,7.9,75,7.8,NA,554967,varda-by-agnès-2019
NA,Les 3 Boutons,2015,Agnès Varda,The Complete Films of Agnès Varda,11,Fantasy,France,French,0.4073,5.7,16,6.1,NA,358341,les-3-boutons-2015
NA,"O Seasons, O Castles",1958,Agnès Varda,The Complete Films of Agnès Varda,21,Documentary,France,French,0.8503,6.326,23,6.9,NA,278727,o-seasons-o-castles-1958
NA,Along the Coast,1958,Agnès Varda,The Complete Films of Agnès Varda,26,Documentary,France,French,0.5308,7.341,66,7.4,NA,238952,along-the-coast-1958
NA,Fiancés on the Bridge,1962,Agnès Varda,The Complete Films of Agnès Varda,5,"Comedy, Romance",France,French,0.7496,6.5,70,6.7,NA,54464,fiancés-on-the-bridge-1962
NA,Diary of a Pregnant Woman,1958,Agnès Varda,The Complete Films of Agnès Varda,16,Documentary,France,French,0.2782,6.5,51,6.7,NA,95378,diary-of-a-pregnant-woman-1958
NA,The So-Called Caryatids,1984,Agnès Varda,The Complete Films of Agnès Varda,12,"Documentary, TV Movie",France,French,0.5172,6.211,38,7,NA,46777,the-socalled-caryatids-1984
NA,"You've Got Beautiful Stairs, You Know...",1986,Agnès Varda,The Complete Films of Agnès Varda,3,Documentary,France,French,0.672,5.9,33,6.4,NA,264290,youve-got-beautiful-stairs-you-know-1986
NA,Daguerréotypes,1975,Agnès Varda,The Complete Films of Agnès Varda,80,Documentary,"France, Germany",French,0.5709,7.3,51,7.6,NA,49650,daguerréotypes-1975
NA,The Vanishing Lion,2003,Agnès Varda,The Complete Films of Agnès Varda,11,"Romance, Fantasy",France,French,0.8488,5.9,17,6.5,NA,139426,the-vanishing-lion-2003
NA,The Creatures,1966,Agnès Varda,The Complete Films of Agnès Varda,94,"Drama, Mystery, Science Fiction","France, Sweden",French,1.4008,6.4,49,6.4,NA,53026,the-creatures-1966
NA,Elsa the Rose,1966,Agnès Varda,The Complete Films of Agnès Varda,20,Documentary,France,French,0.4767,6.1,20,6.8,NA,186361,elsa-the-rose-1966
NA,Uncle Yanco,1967,Agnès Varda,The Complete Films of Agnès Varda,18,Documentary,France,French,1.0153,7.2,53,7.4,NA,277677,uncle-yanco-1967
NA,Black Panthers,1968,Agnès Varda,The Complete Films of Agnès Varda,28,Documentary,France,French,0.6487,7.122,94,7.4,NA,144597,black-panthers-1968
NA,Lions Love,1969,Agnès Varda,The Complete Films of Agnès Varda,110,Comedy,"United States of America, France",English,1.3039,5.8,43,5.9,NA,63320,lions-love-1969
NA,Mur Murs,1981,Agnès Varda,The Complete Films of Agnès Varda,82,Documentary,"France, United States of America, Germany",French,0.8043,7.4,33,7.4,NA,230048,mur-murs-1981
NA,Documenteur,1981,Agnès Varda,The Complete Films of Agnès Varda,65,Drama,"France, United States of America",French,1.1814,6.6,51,6.9,NA,157160,documenteur-1981
NA,Women Reply,1975,Agnès Varda,The Complete Films of Agnès Varda,8,Documentary,France,French,0.7307,6.3,54,6.9,NA,186365,women-reply-1975
NA,The Pleasure of Love in Iran,1976,Agnès Varda,The Complete Films of Agnès Varda,6,"Documentary, Romance",France,French,0.3313,5.8,35,6.4,NA,143499,the-pleasure-of-love-in-iran-1976
NA,"Seven Rooms, Kitchen, Bathroom, for Sale",1984,Agnès Varda,The Complete Films of Agnès Varda,28,Drama,France,French,0.7641,6.7,12,6.7,NA,251004,seven-rooms-kitchen-bathroom-for-sale-1984
NA,Jane B. by Agnès V.,1988,Agnès Varda,The Complete Films of Agnès Varda,97,NA,France,French,1.0068,6.7,62,7.2,NA,53028,jane-b-by-agnès-v-1988
NA,Kung-Fu Master!,1988,Agnès Varda,The Complete Films of Agnès Varda,80,"Drama, Romance",France,French,1.3614,6.5,69,6.9,NA,47429,kungfu-master-1988
NA,Jacquot de Nantes,1991,Agnès Varda,The Complete Films of Agnès Varda,118,Drama,France,French,0.8336,7.5,61,7.7,NA,41789,jacquot-de-nantes-1991
NA,The Young Girls Turn 25,1993,Agnès Varda,The Complete Films of Agnès Varda,65,Documentary,France,French,0.569,7.2,24,7,76,200381,the-young-girls-turn-25-1993
NA,The World of Jacques Demy,1995,Agnès Varda,The Complete Films of Agnès Varda,90,Documentary,"Belgium, France, Spain",French,1.59,6.8,15,7.4,75,200011,the-world-of-jacques-demy-1995
NA,One Hundred and One Nights,1995,Agnès Varda,The Complete Films of Agnès Varda,105,Comedy,"France, United Kingdom",French,1.0238,6,59,6.5,NA,94771,one-hundred-and-one-nights-1995
NA,The Gleaners and I,2000,Agnès Varda,The Complete Films of Agnès Varda,82,Documentary,France,French,0.9456,7.641,217,7.7,NA,44379,the-gleaners-and-i-2000
NA,The Gleaners and I: Two Years Later,2002,Agnès Varda,The Complete Films of Agnès Varda,63,Documentary,France,French,0.3795,7,36,7.1,NA,84026,the-gleaners-and-i-two-years-later-2002
NA,Faces Places,2017,Agnès Varda,The Complete Films of Agnès Varda,94,Documentary,France,French,0.8998,7.638,412,7.8,94,451995,faces-places-2017
NA,Hello Cubans,1963,Agnès Varda,The Complete Films of Agnès Varda,30,Documentary,"Cuba, France",French,0.4764,7.361,54,7.5,NA,144599,hello-cubans-1963
NA,Ulysse,1983,Agnès Varda,The Complete Films of Agnès Varda,22,Documentary,France,French,0.4142,6.7,28,7.4,NA,257524,ulysse-1983
NA,"Ydessa, the Bears and etc.",2004,Agnès Varda,The Complete Films of Agnès Varda,44,Documentary,France,French,0.6296,5.6,13,7.1,NA,283514,ydessa-the-bears-and-etc-2004
NA,Agnès Varda: From Here to There,2011,Agnès Varda,The Complete Films of Agnès Varda,235,Documentary,NA,French,0.4147,7.6,6,8,NA,745698,agnès-varda-from-here-to-there-2011
NA,The Beaches of Agnès,2008,Agnès Varda,The Complete Films of Agnès Varda,110,Documentary,France,French,1.0993,7.7,139,8,86,38879,the-beaches-of-agnès-2008
NA,The Swindle,1955,Federico Fellini,Essential Fellini,113,"Drama, Crime","France, Italy",Italian,0.8915,7.312,218,7.5,NA,36102,the-swindle-1955
