spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
184,Black Ice,1994,Stan Brakhage,By Brakhage: An Anthology Volume One,3,Animation,United States of America,English,0.1663,5.991,54,6.4,NA,126204,black-ice-1994
184,Untitled (For Marilyn),1992,Stan Brakhage,By Brakhage: An Anthology Volume One,11,NA,United States of America,English,0.3462,5.8,26,6.3,NA,126202,untitled-for-marilyn-1992
184,Delicacies of Molten Horror Synapse,1991,Stan Brakhage,By Brakhage: An Anthology Volume One,10,Documentary,United States of America,English,0.1107,5.2,29,5.9,NA,57657,delicacies-of-molten-horror-synapse-1991
184,Glaze of Cathexis,1990,Stan Brakhage,By Brakhage: An Anthology Volume One,3,NA,United States of America,None Spoken,0.623,5.3,42,5.7,NA,104407,glaze-of-cathexis-1990
184,Rage Net,1988,Stan Brakhage,By Brakhage: An Anthology Volume One,1,Animation,United States of America,English,0.4607,5.2,48,5.8,NA,126200,rage-net-1988
184,Night Music,1986,Stan Brakhage,By Brakhage: An Anthology Volume One,1,Animation,United States of America,English,0.7351,5.4,55,6,NA,126197,night-music-1986
184,The Dante Quartet,1987,Stan Brakhage,By Brakhage: An Anthology Volume One,6,Animation,United States of America,English,0.2065,6.272,57,6.8,NA,126194,the-dante-quartet-1987
184,I... Dreaming,1988,Stan Brakhage,By Brakhage: An Anthology Volume One,7,NA,United States of America,English,0.1366,5.6,34,5.9,NA,126193,i-dreaming-1988
184,Kindering,1987,Stan Brakhage,By Brakhage: An Anthology Volume One,3,NA,United States of America,English,0.6282,5.1,34,5.4,NA,126192,kindering-1987
184,The Stars Are Beautiful,1974,Stan Brakhage,By Brakhage: An Anthology Volume One,19,Documentary,United States of America,English,0.0997,5,22,5.5,NA,126187,the-stars-are-beautiful-1974
184,The Garden of Earthly Delights,1981,Stan Brakhage,By Brakhage: An Anthology Volume One,2,Animation,United States of America,English,0.0756,6.036,42,6.4,NA,126189,the-garden-of-earthly-delights-1981
184,The Wold-Shadow,1972,Stan Brakhage,By Brakhage: An Anthology Volume One,3,NA,United States of America,English,0.4417,5.3,39,5.5,NA,97517,the-woldshadow-1972
184,Eye Myth,1967,Stan Brakhage,By Brakhage: An Anthology Volume One,1,Animation,United States of America,English,0.2247,5.383,64,5.9,NA,97516,eye-myth-1967
184,Mothlight,1963,Stan Brakhage,By Brakhage: An Anthology Volume One,4,Animation,United States of America,English,1.6494,5.641,99,6.2,NA,97514,mothlight-1963
184,Window Water Baby Moving,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,13,Documentary,United States of America,English,0.443,6.847,72,7.5,NA,97513,window-water-baby-moving-1959
184,Cat's Cradle,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,6,NA,United States of America,English,0.4641,5.8,37,5.9,NA,97509,cats-cradle-1959
184,The Act of Seeing with One's Own Eyes,1972,Stan Brakhage,By Brakhage: An Anthology Volume One,32,Documentary,United States of America,English,0.3477,6.3,59,6.9,NA,126132,the-act-of-seeing-with-ones-own-eyes-1972
184,Dog Star Man: Part IV,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,6,Drama,United States of America,English,0.0994,6,41,6.3,NA,127323,dog-star-man-part-iv-1964
184,Dog Star Man: Part III,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,11,Drama,United States of America,English,0.189,6.024,42,6.3,NA,127320,dog-star-man-part-iii-1964
184,Dog Star Man: Part II,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,7,Drama,United States of America,English,0.0977,6.349,43,6.3,NA,127148,dog-star-man-part-ii-1964
184,Dog Star Man: Part I,1963,Stan Brakhage,By Brakhage: An Anthology Volume One,30,NA,United States of America,English,0.1863,6.112,49,6,NA,85110,dog-star-man-part-i-1963
184,Prelude: Dog Star Man,1962,Stan Brakhage,By Brakhage: An Anthology Volume One,25,"Drama, Fantasy",United States of America,English,0.6872,6,51,6.3,NA,126692,prelude-dog-star-man-1962
184,Wedlock House: An Intercourse,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,11,Romance,United States of America,English,0.8644,5.423,26,6.2,NA,126128,wedlock-house-an-intercourse-1959
184,Desistfilm,1954,Stan Brakhage,By Brakhage: An Anthology Volume One,7,Drama,United States of America,English,0.4092,5.5,39,5.8,NA,126124,desistfilm-1954
183,Les Dames du bois de Boulogne,1945,Robert Bresson,Standalone,84,"Drama, Romance",France,French,0.8706,6.9,117,7.2,NA,49845,les-dames-du-bois-de-boulogne-1945
182,Straw Dogs,1971,Sam Peckinpah,Standalone,116,"Thriller, Drama, Crime","United States of America, United Kingdom",English,3.3463,7.161,1042,7.4,75,994,straw-dogs-1971
181,I Am Curious (Blue),1968,Vilgot Sjöman,I Am Curious... Box Set,107,Drama,Sweden,Swedish,0.8535,5.4,35,6,NA,45690,i-am-curious-blue-1968
180,I Am Curious (Yellow),1967,Vilgot Sjöman,I Am Curious... Box Set,121,Drama,Sweden,Swedish,0.5915,5.7,76,6,NA,42695,i-am-curious-yellow-1967
178,My Life as a Dog,1985,Lasse Hallström,Standalone,102,"Drama, Comedy",Sweden,Swedish,1.7578,7.22,288,7.6,82,8816,my-life-as-a-dog-1985
177,The Lost Honor of Katharina Blum,1975,"Margarethe von Trotta, Volker Schlöndorff",Standalone,104,Drama,Germany,German,0.8931,6.9,102,7.3,NA,4762,the-lost-honor-of-katharina-blum-1975
176,The Killers,1964,Don Siegel,Standalone,93,"Crime, Mystery",United States of America,English,1.1417,6.888,201,7,72,24229,the-killers-1964
176,The Killers,1946,Robert Siodmak,Standalone,103,"Crime, Mystery, Thriller",United States of America,English,65.2661,7.3,430,7.7,NA,14638,the-killers-1946
175,Fear and Loathing in Las Vegas,1998,Terry Gilliam,Standalone,118,"Adventure, Drama, Comedy",United States of America,English,4.4985,7.207,4964,7.5,41,1878,fear-and-loathing-in-las-vegas-1998
174,Band of Outsiders,1964,Jean-Luc Godard,10 Years of Rialto Pictures,97,"Crime, Drama, Comedy",France,French,1.7735,7.484,601,7.6,93,8073,band-of-outsiders-1964
173,The Life and Death of Colonel Blimp,1943,"Michael Powell, Emeric Pressburger",Standalone,163,"War, Drama, Romance, Comedy",United Kingdom,English,1.2795,7.44,267,8,NA,25037,the-life-and-death-of-colonel-blimp-1943
172,Pépé le Moko,1937,Julien Duvivier,Standalone,94,"Drama, Crime, Romance",France,French,1.1245,7.226,190,7.6,98,26252,pépé-le-moko-1937
171,Contempt,1963,Jean-Luc Godard,Standalone,103,"Drama, Romance","France, Italy",French,1.7734,7,945,7.4,NA,266,contempt-1963
170,Trouble in Paradise,1932,Ernst Lubitsch,Standalone,83,"Comedy, Crime, Romance",United States of America,English,1.0072,7.4,304,7.9,NA,195,trouble-in-paradise-1932
169,Shake! Otis at Monterey,1987,D.A. Pennebaker,The Complete Monterey Pop Festival,19,"Documentary, Music",United States of America,English,0.3817,7.2,31,7.9,NA,61708,shake-otis-at-monterey-1987
169,Jimi Plays Monterey,1986,D.A. Pennebaker,The Complete Monterey Pop Festival,50,"Documentary, Music",United States of America,English,0.5883,7.483,29,8.1,NA,26028,jimi-plays-monterey-1986
168,Monterey Pop,1968,D.A. Pennebaker,The Complete Monterey Pop Festival,80,"Music, Documentary",United States of America,English,0.785,7.3,94,7.9,77,42632,monterey-pop-1968
166,Down by Law,1986,Jim Jarmusch,Standalone,106,"Crime, Drama, Comedy","United States of America, Germany",English,2.2394,7.345,829,7.7,75,1554,down-by-law-1986
165,Man Bites Dog,1992,"Rémy Belvaux, André Bonzel, Benoît Poelvoorde",Standalone,96,"Comedy, Crime",Belgium,French,1.9088,7.227,995,7.4,67,10086,man-bites-dog-1992
164,Solaris,1972,Andrei Tarkovsky,Standalone,167,"Drama, Science Fiction, Mystery",Soviet Union,Russian,3.6831,7.8,1808,7.9,93,593,solaris-1972
163,Hopscotch,1980,Ronald Neame,Standalone,104,"Comedy, Adventure",United States of America,English,1.3465,7.003,175,7.1,NA,32030,hopscotch-1980
162,Ratcatcher,1999,Lynne Ramsay,Standalone,94,Drama,"United Kingdom, France",English,0.8871,7.1,237,7.5,77,29698,ratcatcher-1999
161,Under the Roofs of Paris,1930,René Clair,Standalone,92,"Drama, Romance",France,French,0.5071,6.577,65,7,NA,54419,under-the-roofs-of-paris-1930
160,À Nous la Liberté,1931,René Clair,Standalone,95,"Comedy, Music",France,French,0.4663,7.004,115,7.4,NA,31514,à-nous-la-liberté-1931
159,Red Beard,1965,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,185,Drama,Japan,Japanese,3.2495,8.139,403,8.3,90,3780,red-beard-1965
158,The Importance of Being Earnest,1952,Anthony Asquith,Standalone,95,Comedy,United Kingdom,English,0.9737,7.2,121,7.4,NA,20324,the-importance-of-being-earnest-1952
157,The Royal Tenenbaums,2001,Wes Anderson,The Wes Anderson Archive,110,"Comedy, Drama",United States of America,English,4.4048,7.46,4941,7.6,76,9428,the-royal-tenenbaums-2001
156,Hearts and Minds,1974,Peter Davis,Standalone,112,"Documentary, War",United States of America,English,0.8454,7.6,93,8.2,68,42449,hearts-and-minds-1974
155,Tokyo Olympiad,1965,Kon Ichikawa,100 Years of Olympic Films,170,Documentary,Japan,Japanese,1.0936,7.7,50,7.8,NA,43618,tokyo-olympiad-1965
154,The Horse's Mouth,1958,Ronald Neame,Standalone,95,Comedy,United Kingdom,English,0.9304,6.7,46,6.9,NA,43139,the-horses-mouth-1958
153,General Idi Amin Dada,1974,Barbet Schroeder,Standalone,90,Documentary,"France, Switzerland",French,0.555,7,34,7.3,NA,36665,general-idi-amin-dada-1974
152,George Washington,2000,David Gordon Green,Standalone,90,Drama,United States of America,English,0.7099,6.6,121,7.2,82,18292,george-washington-2000
151,Traffic,2000,Steven Soderbergh,Standalone,147,"Thriller, Drama, Crime",United States of America,English,7.0939,7.082,2362,7.5,86,1900,traffic-2000
150,Bob le Flambeur,1956,Jean-Pierre Melville,Standalone,103,"Drama, Action, Crime",France,French,0.8867,7.3,292,7.6,80,26030,bob-le-flambeur-1956
149,Juliet of the Spirits,1965,Federico Fellini,Essential Fellini,148,"Comedy, Drama, Fantasy","Italy, France",Italian,1.0754,7.208,334,7.4,84,19120,juliet-of-the-spirits-1965
148,Ballad of a Soldier,1959,Grigori Chukhrai,Standalone,89,"Drama, Romance, War",Soviet Union,Russian,1.232,7.9,214,8.2,NA,46592,ballad-of-a-soldier-1959
147,In the Mood for Love,2000,Wong Kar-wai,World of Wong Kar-wai,99,"Drama, Romance","Hong Kong, France",Cantonese,7.6964,8.1,3192,8,87,843,in-the-mood-for-love-2000
146,The Cranes Are Flying,1957,Mikhail Kalatozov,Standalone,97,"Drama, Romance, War",Soviet Union,Russian,3.1038,7.921,444,8.3,76,38360,the-cranes-are-flying-1957
145,The Firemen's Ball,1967,Miloš Forman,Standalone,73,Comedy,"Czechoslovakia, Italy",Czech,1.3846,7.1,247,7.4,NA,38442,the-firemens-ball-1967
144,Loves of a Blonde,1965,Miloš Forman,Standalone,81,"Comedy, Drama, Romance",Czechoslovakia,Czech,0.8402,6.989,189,7.4,NA,39387,loves-of-a-blonde-1965
143,That Obscure Object of Desire,1977,Luis Buñuel,Standalone,103,"Comedy, Drama, Romance","France, Spain",French,1.6853,7.446,437,7.8,84,5781,that-obscure-object-of-desire-1977
142,The Last Wave,1977,Peter Weir,Standalone,106,"Drama, Mystery, Horror",Australia,English,1.1858,6.704,211,6.9,85,72277,the-last-wave-1977
141,Children of Paradise,1945,Marcel Carné,Standalone,190,"Drama, Romance",France,French,1.5435,8.1,449,8.3,96,2457,children-of-paradise-1945
140,8½,1963,Federico Fellini,Essential Fellini,139,Drama,"Italy, France",Italian,3.8937,8.11,2495,8,93,422,8½-1963
139,Wild Strawberries,1957,Ingmar Bergman,Ingmar Bergman: Four Masterworks,91,Drama,Sweden,Swedish,2.7117,8.082,1782,8.1,88,614,wild-strawberries-1957
138,Rashomon,1950,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,88,"Crime, Drama, Mystery",Japan,Japanese,5.6058,8.043,2474,8.1,98,548,rashomon-1950
137,Notorious,1946,Alfred Hitchcock,Wrong Men & Notorious Women: Five Hitchcock Thrillers,103,"Thriller, Romance, Mystery",United States of America,English,3.2734,7.73,1728,7.9,100,303,notorious-1946
136,Spellbound,1945,Alfred Hitchcock,Wrong Men & Notorious Women: Five Hitchcock Thrillers,111,"Thriller, Mystery, Romance",United States of America,English,1.8364,7.394,960,7.5,78,4174,spellbound-1945
135,Rebecca,1940,Alfred Hitchcock,Wrong Men & Notorious Women: Five Hitchcock Thrillers,130,"Mystery, Romance, Thriller",United States of America,English,3.6861,7.893,1946,8.1,86,223,rebecca-1940
134,Häxan,1922,Benjamin Christensen,Standalone,105,"Documentary, Horror, History",Sweden,None Spoken,1.3187,7.6,428,7.6,NA,57283,häxan-1922
133,The Vanishing,1988,George Sluizer,Standalone,106,"Thriller, Mystery","Netherlands, France, Germany",Dutch; Flemish,3.1112,7.438,787,7.7,NA,8740,the-vanishing-1988
132,The Ruling Class,1972,Peter Medak,Standalone,154,"Comedy, Drama",United Kingdom,English,1.5878,6.4,94,7.2,NA,30892,the-ruling-class-1972
131,Closely Watched Trains,1966,Jiří Menzel,Standalone,93,"Comedy, Drama, War",Czechoslovakia,Czech,0.8946,7.206,264,7.6,NA,789,closely-watched-trains-1966
130,The Shop on Main Street,1965,"Elmar Klos, Ján Kadár",Standalone,128,"Drama, War",Czechoslovakia,Slovak,0.9437,7.093,226,8.2,NA,25905,the-shop-on-main-street-1965
129,Le Trou,1960,Jacques Becker,Standalone,132,"Drama, Thriller, Crime","France, Italy",French,4.5078,8.257,559,8.5,NA,29259,le-trou-1960
128,Carl Th. Dreyer: My Metier,1995,Torben Skjodt Jensen,Carl Theodor Dreyer Box Set,96,Documentary,Denmark,Danish,0.4984,5.9,26,6.7,NA,66133,carl-th-dreyer-my-metier-1995
127,Gertrud,1964,Carl Theodor Dreyer,Carl Theodor Dreyer Box Set,119,"Drama, Romance",Denmark,Danish,1.2283,7.215,172,7.3,NA,34181,gertrud-1964
126,Ordet,1955,Carl Theodor Dreyer,Carl Theodor Dreyer Box Set,125,Drama,Denmark,Danish,1.4252,7.939,408,8.2,NA,48035,ordet-1955
125,Day of Wrath,1943,Carl Theodor Dreyer,Carl Theodor Dreyer Box Set,97,"Drama, History",Denmark,Danish,2.2941,7.978,249,8.1,NA,41391,day-of-wrath-1943
123,Grey Gardens,1975,"David Maysles, Albert Maysles, Muffie Meyer, Susan Froemke, Ellen Hovde",Standalone,95,Documentary,United States of America,English,0.9224,7.308,245,7.5,83,17346,grey-gardens-1975
122,Salesman,1969,"David Maysles, Albert Maysles, Charlotte Zwerin",Standalone,90,Documentary,United States of America,English,1.2313,7.137,95,7.7,80,27375,salesman-1969
121,Billy Liar,1963,John Schlesinger,10 Years of Rialto Pictures,98,"Comedy, Romance, Drama",United Kingdom,English,1.043,6.8,124,7.2,82,26535,billy-liar-1963
120,How to Get Ahead in Advertising,1989,Bruce Robinson,Standalone,95,"Fantasy, Comedy, Drama",United Kingdom,English,1.0801,6.2,104,6.8,NA,14776,how-to-get-ahead-in-advertising-1989
119,Withnail & I,1987,Bruce Robinson,Standalone,108,"Comedy, Drama","United Kingdom, Canada",English,2.4831,7.2,613,7.5,NA,13446,withnail-i-1987
118,Sullivan's Travels,1941,Preston Sturges,Standalone,91,"Comedy, Romance, Adventure",United States of America,English,1.781,7.4,503,7.9,89,16305,sullivans-travels-1941
117,Diary of a Chambermaid,1964,Luis Buñuel,Standalone,97,"Drama, Comedy","France, Italy",French,1.1314,7.1,229,7.4,NA,36245,diary-of-a-chambermaid-1964
116,The Hidden Fortress,1958,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,139,"Drama, Action, Adventure",Japan,Japanese,2.6081,7.976,687,8,89,1059,the-hidden-fortress-1958
115,Rififi,1955,Jules Dassin,10 Years of Rialto Pictures,118,"Crime, Thriller, Drama",France,French,1.8497,7.773,629,8.1,97,934,rififi-1955
114,My Man Godfrey,1936,Gregory La Cava,Standalone,95,Comedy,United States of America,English,1.2352,7.575,386,7.9,82,13562,my-man-godfrey-1936
113,Big Deal on Madonna Street,1958,Mario Monicelli,Standalone,106,"Comedy, Crime",Italy,Italian,1.426,8.086,771,7.9,NA,24382,big-deal-on-madonna-street-1958
112,PlayTime,1967,Jacques Tati,Standalone,115,Comedy,"France, Italy",French,1.7642,7.7,651,7.8,99,10227,playtime-1967
111,Mon Oncle,1958,Jacques Tati,Standalone,118,Comedy,"France, Italy",French,1.246,7.4,608,7.7,NA,427,mon-oncle-1958
110,Monsieur Hulot's Holiday,1953,Jacques Tati,Standalone,87,Comedy,France,French,0.9918,6.9,517,7.3,90,778,monsieur-hulots-holiday-1953
109,The Scarlet Empress,1934,Josef von Sternberg,Standalone,104,"Drama, History, Romance",United States of America,English,1.1058,6.9,141,7.5,NA,31527,the-scarlet-empress-1934
108,The Rock,1996,Michael Bay,Standalone,137,"Action, Adventure, Thriller",United States of America,English,7.337,7.139,5109,7.4,58,9802,the-rock-1996
107,Mona Lisa,1986,Neil Jordan,Standalone,105,"Crime, Drama, Romance, Thriller",United Kingdom,English,1.577,6.898,288,7.3,85,10002,mona-lisa-1986
106,Coup de Torchon,1981,Bertrand Tavernier,Standalone,128,"Comedy, Crime, Drama",France,French,1.2815,7.002,212,7.3,NA,35797,coup-de-torchon-1981
105,Spartacus,1960,Stanley Kubrick,Standalone,197,"History, War, Drama, Adventure",United States of America,English,5.6963,7.532,2343,7.9,87,967,spartacus-1960
104,Double Suicide,1969,Masahiro Shinoda,Standalone,105,"Drama, Romance",Japan,Japanese,1.9219,6.86,57,7.6,NA,45713,double-suicide-1969
103,The Lady Eve,1941,Preston Sturges,Standalone,97,"Comedy, Romance",United States of America,English,1.5356,7.2,390,7.7,96,3086,the-lady-eve-1941
102,The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,10 Years of Rialto Pictures,101,Comedy,France,French,2.4382,7.452,899,7.8,93,4593,the-discreet-charm-of-the-bourgeoisie-1972
101,Cries and Whispers,1972,Ingmar Bergman,Standalone,95,Drama,Sweden,Swedish,1.2994,7.9,768,7.9,NA,10238,cries-and-whispers-1972
100,Beastie Boys: Video Anthology,2000,Spike Jonze Tamra Davis Adam Bernstein Adam Yauch Evan Bernard Ari Marcropoulos David Perez Shadi,Standalone,65,"Documentary, Music",United States of America,English,0.77,7.2,23,8.3,NA,283462,beastie-boys-video-anthology-2000
99,Gimme Shelter,1970,"Albert Maysles, David Maysles, Charlotte Zwerin",Standalone,92,"Documentary, Music",United States of America,English,1.7192,7.309,191,7.8,85,132,gimme-shelter-1970
98,L'Avventura,1960,Michelangelo Antonioni,Standalone,144,"Drama, Mystery, Romance","France, Italy",Italian,1.8107,7.535,748,7.7,NA,5165,lavventura-1960
97,Do the Right Thing,1989,Spike Lee,Standalone,120,Drama,United States of America,English,3.9945,7.761,1960,7.9,93,925,do-the-right-thing-1989
96,Written on the Wind,1956,Douglas Sirk,Standalone,99,"Drama, Romance",United States of America,English,1.3107,6.9,267,7.3,86,69605,written-on-the-wind-1956
95,All That Heaven Allows,1955,Douglas Sirk,Standalone,89,"Drama, Romance",United States of America,English,1.4004,7.4,328,7.6,NA,43316,all-that-heaven-allows-1955
94,I Know Where I'm Going!,1945,"Michael Powell, Emeric Pressburger",Standalone,91,"Romance, Drama, Comedy",United Kingdom,English,1.7253,7.1,164,7.4,NA,56137,i-know-where-im-going-1945
93,Black Narcissus,1947,"Michael Powell, Emeric Pressburger",Standalone,100,Drama,United Kingdom,English,1.3354,7.5,542,7.7,86,16391,black-narcissus-1947
92,Fiend Without a Face,1958,Arthur Crabtree,Standalone,74,"Horror, Science Fiction",United Kingdom,English,1.0148,6,88,6.1,NA,29347,fiend-without-a-face-1958
91,The Blob,1958,Irvin S. Yeaworth,Standalone,82,"Horror, Science Fiction",United States of America,English,3.5881,6.218,648,6.3,58,8851,the-blob-1958
90,Kwaidan,1964,Masaki Kobayashi,Standalone,183,"Horror, Fantasy, Drama",Japan,Japanese,3.4366,7.723,444,7.9,NA,30959,kwaidan-1964
89,Sisters,1972,Brian De Palma,Standalone,93,"Thriller, Horror, Mystery",United States of America,English,1.9673,6.707,434,6.8,70,22307,sisters-1972
88,"Ivan the Terrible, Part II: The Boyars' Plot",1946,Sergei Eisenstein,Standalone,82,"History, Drama",Soviet Union,Russian,1.5766,7.322,171,7.8,NA,43118,ivan-the-terrible-part-ii-the-boyars-plot-1946
88,"Ivan the Terrible, Part I",1944,Sergei Eisenstein,Eisenstein: The Sound Years,95,"Drama, History",Soviet Union,Russian,2.1629,7.289,225,7.7,NA,9797,ivan-the-terrible-part-i-1944
87,Alexander Nevsky,1938,Sergei Eisenstein,Standalone,109,"Drama, History, War",Soviet Union,Russian,1.2943,7,231,7.5,NA,10235,alexander-nevsky-1938
85,Pygmalion,1938,"Anthony Asquith, Leslie Howard",Standalone,96,"Comedy, Drama, Romance",United Kingdom,English,1.0343,7.006,158,7.7,NA,25016,pygmalion-1938
84,Good Morning,1959,Yasujirō Ozu,Standalone,94,"Comedy, Family, Drama",Japan,Japanese,3.9182,7.7,308,7.8,87,28276,good-morning-1959
83,The Harder They Come,1972,Perry Henzell,Standalone,103,"Crime, Drama, Music",Jamaica,English,0.9136,6.541,122,6.9,NA,7514,the-harder-they-come-1972
82,Hamlet,1948,Laurence Olivier,Standalone,153,Drama,United Kingdom,English,1.873,7.44,285,7.6,82,23383,hamlet-1948
81,Variety Lights,1950,"Federico Fellini, Alberto Lattuada",Essential Fellini,93,"Drama, Comedy",Italy,Italian,0.7665,6.9,100,7.1,81,43389,variety-lights-1950
80,The Element of Crime,1984,Lars von Trier,Lars von Trier’s Europe Trilogy,104,"Crime, Drama, Science Fiction",Denmark,Danish,1.3641,6.347,222,6.7,66,9063,the-element-of-crime-1984
79,The Dentist,1932,Leslie Pearce,W. C. Fields—Six Short Films,21,Comedy,United States of America,English,0.4789,5.8,39,6.7,NA,52279,the-dentist-1932
79,The Barber Shop,1933,Arthur Ripley,W. C. Fields—Six Short Films,21,Comedy,United States of America,English,0.4229,6.304,23,6.6,NA,52283,the-barber-shop-1933
79,The Fatal Glass of Beer,1933,Clyde Buckman,W. C. Fields—Six Short Films,19,Comedy,United States of America,English,0.5246,5.9,47,6.6,NA,52280,the-fatal-glass-of-beer-1933
79,The Pharmacist,1933,Arthur Ripley,W. C. Fields—Six Short Films,20,Comedy,United States of America,English,0.1628,5.8,31,6.5,NA,52282,the-pharmacist-1933
79,The Golf Specialist,1930,Monte Brice,W. C. Fields—Six Short Films,20,Comedy,United States of America,English,0.4371,5.235,34,6.2,NA,37358,the-golf-specialist-1930
79,Pool Sharks,1915,Edwin Middleton,W. C. Fields—Six Short Films,10,Comedy,United States of America,None Spoken,0.1879,5.244,41,5.6,NA,52276,pool-sharks-1915
78,The Bank Dick,1940,Edward Cline,Standalone,72,Comedy,United States of America,English,1.0338,6.492,127,7.1,NA,911,the-bank-dick-1940
77,...And God Created Woman,1956,Roger Vadim,Standalone,92,"Drama, Romance",France,French,1.707,6.1,258,6.3,NA,8420,and-god-created-woman-1956
76,Brief Encounter,1945,David Lean,David Lean Directs Noël Coward,86,"Drama, Romance",United Kingdom,English,2.7157,7.7,695,8,92,851,brief-encounter-1945
75,Chasing Amy,1997,Kevin Smith,Standalone,114,"Comedy, Drama, Romance",United States of America,English,2.6026,6.763,1514,7.2,71,2255,chasing-amy-1997
74,Vagabond,1985,Agnès Varda,4 by Agnès Varda,106,Drama,France,French,1.9776,7.3,358,7.6,NA,44018,vagabond-1985
73,Cléo from 5 to 7,1962,Agnès Varda,4 by Agnès Varda,90,Drama,"France, Italy",French,3.5415,7.655,764,7.8,87,499,cléo-from-5-to-7-1962
72,Le Million,1931,René Clair,Standalone,83,"Comedy, Music",France,French,0.7297,6.856,87,7.4,NA,32317,le-million-1931
71,The Magic Flute,1975,Ingmar Bergman,Standalone,134,"Music, Romance, Fantasy",Sweden,Swedish,1.9875,7.184,98,7.4,NA,44864,the-magic-flute-1975
70,The Last Temptation of Christ,1988,Martin Scorsese,Standalone,164,Drama,"United States of America, Canada",English,3.6974,7.2,1172,7.5,80,11051,the-last-temptation-of-christ-1988
69,Testament of Orpheus,1960,Jean Cocteau,The Orphic Trilogy,80,Fantasy,France,French,1.1825,7.649,124,7.2,75,36878,testament-of-orpheus-1960
68,Orpheus,1950,Jean Cocteau,The Orphic Trilogy,95,"Romance, Fantasy, Drama",France,French,2.7508,7.7,287,7.8,NA,4558,orpheus-1950
67,The Blood of a Poet,1932,Jean Cocteau,The Orphic Trilogy,55,Fantasy,France,French,0.6096,7.1,190,7.3,67,36877,the-blood-of-a-poet-1932
65,Rushmore,1998,Wes Anderson,The Wes Anderson Archive,93,"Comedy, Drama",United States of America,English,3.9684,7.394,2691,7.6,87,11545,rushmore-1998
64,The Third Man,1949,Carol Reed,10 Years of Rialto Pictures,105,"Thriller, Mystery",United Kingdom,English,4.2192,7.904,2068,8.1,97,1092,the-third-man-1949
63,Carnival of Souls,1962,Herk Harvey,Standalone,78,"Horror, Mystery, Fantasy",United States of America,English,2.5661,6.9,526,7,NA,16093,carnival-of-souls-1962
62,The Passion of Joan of Arc,1928,Carl Theodor Dreyer,Standalone,81,"Drama, History",France,None Spoken,2.0023,7.983,1072,8.1,98,780,the-passion-of-joan-of-arc-1928
61,Life of Brian,1979,Terry Gilliam,Standalone,94,Comedy,United Kingdom,English,5.492,7.758,4855,8,77,583,life-of-brian-1979
60,Autumn Sonata,1978,Ingmar Bergman,Standalone,93,Drama,"Germany, Sweden, United Kingdom",Swedish,3.3597,8,689,8.1,NA,12761,autumn-sonata-1978
59,The Night Porter,1974,Liliana Cavani,Standalone,118,"War, Drama, Romance","Italy, France",Italian,2.3258,6.722,379,6.6,NA,26648,the-night-porter-1974
58,Peeping Tom,1960,Michael Powell,Standalone,101,"Horror, Thriller, Drama",United Kingdom,English,2.3543,7.443,891,7.6,NA,11167,peeping-tom-1960
57,Charade,1963,Stanley Donen,Standalone,113,"Comedy, Mystery, Romance","United Kingdom, United States of America",English,3.262,7.661,1508,7.8,83,4808,charade-1963
56,The 39 Steps,1935,Alfred Hitchcock,Wrong Men & Notorious Women: Five Hitchcock Thrillers,86,"Mystery, Thriller",United Kingdom,English,1.5648,7.33,1034,7.6,93,260,the-39-steps-1935
55,The Unbearable Lightness of Being,1988,Philip Kaufman,Standalone,171,"Drama, Romance",United States of America,English,2.1932,6.9,508,7.2,73,10644,the-unbearable-lightness-of-being-1988
54,For All Mankind,1989,Al Reinert,Standalone,80,"Documentary, History",United States of America,English,0.9605,7.8,155,8.1,79,20423,for-all-mankind-1989
53,Sanjuro,1962,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,96,"Drama, Action, Comedy",Japan,Japanese,3.2408,8,705,8,83,11712,sanjuro-1962
52,Yojimbo,1961,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,110,"Drama, Thriller",Japan,Japanese,3.8539,8.083,1656,8.2,93,11878,yojimbo-1961
51,Brazil,1985,Terry Gilliam,Standalone,143,"Comedy, Science Fiction","United Kingdom, United States of America",English,4.7107,7.668,3643,7.8,84,68,brazil-1985
50,And the Ship Sails On,1983,Federico Fellini,Essential Fellini,129,"Comedy, Drama","France, Italy",Italian,1.728,7.205,161,7.5,NA,5622,and-the-ship-sails-on-1983
49,Nights of Cabiria,1957,Federico Fellini,Essential Fellini,110,Drama,"Italy, France",Italian,1.5574,7.991,849,8.1,NA,19426,nights-of-cabiria-1957
